iter	Logloss
119	0.09766157906
120	0.09750958094
121	0.09732333161
122	0.09709852411
123	0.09685792209
124	0.09679324729
125	0.09665163238
126	0.09639951931
127	0.09622220109
128	0.09615700231
129	0.09586123698
130	0.09577986773
131	0.09558286394
132	0.09544160618
133	0.09532492837
134	0.09512244983
135	0.09505303573
136	0.09489959491
137	0.09457953864
138	0.09442062542
139	0.09428222957
140	0.09424246837
141	0.09411469305
142	0.09404532829
143	0.09379776419
144	0.09372262629
145	0.09363964047
146	0.09338049717
147	0.09334259691
148	0.09303420442
149	0.09292036972
150	0.09279693895
151	0.09269395505
152	0.09257714096
153	0.09246757091
154	0.09222111351
155	0.09194187814
156	0.09179636747
157	0.09173617585
158	0.09165635034
159	0.0915456736
160	0.09152062372
161	0.09139618493
162	0.091173041
163	0.09104642172
164	0.09093896873
165	0.09081339271
166	0.09071253056
167	0.09056800675
168	0.09048243864
169	0.09041360491
170	0.0902868564
171	0.09020770995
172	0.09014757002
173	0.090123124
174	0.09001090588
175	0.08981545991
176	0.08968648626
177	0.08962121699
178	0.08934443233
179	0.08920616805
180	0.08913616889
181	0.08899484769
182	0.08884396331
183	0.08874331499
184	0.08860463482
185	0.08853062946
186	0.08837429149
187	0.08828033504
188	0.08814995392
189	0.0880561549
190	0.08798307061
191	0.08790705628
192	0.08785326282
193	0.0877883601
194	0.08774140184
195	0.08765583608
196	0.08757582025
197	0.08747224423
198	0.08741651464
199	0.08734526075
200	0.08721028367
201	0.08715374344
202	0.08698823939
203	0.08694341934
204	0.08686139924
205	0.08674702646
206	0.08671038093
207	0.08665691877
208	0.08661739254
209	0.08651695569
210	0.08646047185
211	0.0863654369
212	0.08633066406
213	0.08628997004
214	0.08622436476
215	0.08617132555
216	0.08606203042
217	0.08601008616
218	0.08584955402
219	0.08578274571
220	0.08568678263
221	0.08565265126
222	0.08558463992
223	0.08552470911
224	0.08545722879
225	0.08535655462
226	0.0852688906
227	0.08522097133
228	0.08513177532
229	0.08508007777
230	0.08504227855
231	0.08501909665
232	0.08490463224
233	0.08487302911
234	0.08480122539
235	0.08467384717
236	0.08462017354
237	0.08455307857
238	0.08426541962
239	0.08421642185
240	0.08418829389
241	0.08416223129
242	0.08407733754
243	0.08406380811
244	0.08389231004
245	0.0837823758
246	0.08373525776
247	0.0836558364
248	0.08361691639
249	0.08359573642
250	0.08355885592
251	0.08350371375
252	0.08340564536
253	0.08334294664
254	0.08328408023
255	0.08325338408
256	0.08320993624
257	0.08315395523
258	0.08312152502
259	0.08307630552
260	0.08301739682
261	0.08296338955
262	0.08286135961
263	0.08282306696
264	0.08278270894
265	0.08272265595
266	0.08261073388
267	0.08254414879
268	0.0824989058
269	0.08237519072
270	0.08226354591
271	0.08222504884
272	0.08221143952
273	0.08214621959
274	0.08202023472
275	0.08198009053
276	0.08195039299
277	0.08187903806
278	0.08182603644
279	0.08178973396
280	0.08172833931
281	0.08160627369
282	0.08153376742
283	0.08150071924
284	0.08147533571
285	0.08146452485
286	0.08139521179
287	0.08136413734
288	0.08131791923
289	0.08111353981
290	0.08108207766
291	0.08086602975
292	0.08083927635
293	0.0808053306
294	0.08079017284
295	0.08077054836
296	0.08074068399
297	0.08071800728
298	0.08070563154
299	0.08068271046
300	0.08054452138
301	0.08049518995
302	0.08042024824
303	0.08039502801
304	0.08028212143
305	0.08025278926
306	0.08021250291
307	0.08018957478
308	0.08012870998
309	0.08009102941
310	0.08002647327
311	0.07996543107
312	0.0799512731
313	0.07993498633
314	0.07991167755
315	0.07978495841
316	0.07974765732
317	0.07971244039
318	0.07966041624
319	0.07962901753
320	0.07957964616
321	0.07951259819
322	0.0793592255
323	0.07933667215
324	0.07930158328
325	0.07925827994
326	0.07923970929
327	0.07919341129
328	0.07915046863
329	0.07909259966
330	0.07904777727
331	0.07898585158
332	0.07895190348
333	0.078922838
334	0.07888008449
335	0.07884726893
336	0.07883192203
337	0.07879934496
338	0.07875073371
339	0.07872117362
340	0.07867620907
341	0.07862965261
342	0.07858186022
343	0.07855101369
344	0.07852677797
345	0.07844245636
346	0.07838504088
347	0.07833901662
348	0.07826238197
349	0.07822895902
350	0.07819532812
351	0.07814858721
352	0.07805481873
353	0.07802899346
354	0.07798848741
355	0.07797220886
356	0.0779553006
357	0.07791247073
358	0.07784558958
359	0.07782048683
360	0.07774831891
361	0.07768592564
362	0.07763481316
363	0.07762520534
364	0.07759453386
365	0.0775658549
366	0.0775035004
367	0.0774797123
368	0.07740511482
369	0.07732878563
370	0.07729407505
371	0.07725349969
372	0.07722417457
373	0.07718104629
374	0.07711418981
375	0.07707911034
376	0.07704599637
377	0.07701748659
378	0.07699998151
379	0.0769475027
380	0.07693327189
381	0.07690758172
382	0.07689068991
383	0.0768361469
384	0.07675355583
385	0.07670348543
386	0.07663927704
387	0.0765871213
388	0.0765309206
389	0.07647411956
390	0.07642022977
391	0.07638526895
392	0.07630270255
393	0.07628847057
394	0.07627603139
395	0.07626003363
396	0.07620490086
397	0.07615613453
398	0.07607769768
399	0.07601006698
400	0.07598156895
401	0.07593943223
402	0.07589905189
403	0.07587258046
404	0.07584846574
405	0.07580977482
406	0.07574651687
407	0.07569135238
408	0.07564065579
409	0.07560869669
410	0.07557071537
411	0.07551710518
412	0.07547909684
413	0.0754416536
414	0.07541556633
415	0.07538761695
416	0.07534667504
417	0.0753160294
418	0.07526622451
419	0.07522210467
420	0.07511770861
421	0.07506805998
422	0.07502254325
423	0.07497656599
424	0.07494883042
425	0.07493100461
426	0.07490200728
427	0.07488492514
428	0.07483980903
429	0.07482172123
430	0.07481311085
431	0.07475292863
432	0.07472759561
433	0.0747135422
434	0.07466094355
435	0.07461666158
436	0.07459047562
437	0.07458199917
438	0.07455016108
439	0.07439904761
440	0.07436277333
441	0.07432676573
442	0.07431464376
443	0.07429227368
444	0.07426883215
445	0.0741834802
446	0.07417400749
447	0.07413024009
448	0.07410992833
449	0.07407757566
450	0.07406414726
451	0.07402466802
452	0.07400885236
453	0.07395132175
454	0.07389529845
455	0.07384713481
456	0.07381963186
457	0.07377298847
458	0.07372561315
459	0.07370963536
460	0.07368391582
461	0.07364643028
462	0.07360784039
463	0.07359195189
464	0.07353539521
465	0.07349236209
466	0.07347099297
467	0.0734442196
468	0.07343713298
469	0.07338761358
470	0.07337302797
471	0.07333613925
472	0.07332390215
473	0.07331540102
474	0.07329988024
475	0.07328180654
476	0.07324072483
477	0.07321883526
478	0.07320239223
479	0.0731643369
480	0.07313465698
481	0.07312003495
482	0.07310269552
483	0.07307278064
484	0.07305471868
485	0.07304754043
486	0.07301363109
487	0.07299214919
488	0.07293002966
489	0.07290293438
490	0.072856916
491	0.07283263916
492	0.07279941005
493	0.07277233358
494	0.07274075629
495	0.07271116331
496	0.07266628335
497	0.07263763728
498	0.07261978093
499	0.07257338425
500	0.07253121346
501	0.07250211978
502	0.07246633658
503	0.07242905664
504	0.07238380778
505	0.07232801239
506	0.07229138096
507	0.07226192544
508	0.07225324574
509	0.0722016269
510	0.07217500626
511	0.07215105837
512	0.07213400678
513	0.0721038769
514	0.0720713668
515	0.07204113353
516	0.07201323584
517	0.07200370908
518	0.0719869653
519	0.07198070342
520	0.07196786597
521	0.07194794307
522	0.07192464722
523	0.07191066666
524	0.07190552204
525	0.07187548615
526	0.0718553882
527	0.07183197252
528	0.07179709277
529	0.07176051773
530	0.07172326363
531	0.07169073473
532	0.07163846974
533	0.07162326264
534	0.07157686948
535	0.07154556711
536	0.07151874675
537	0.07151302882
538	0.07149280986
539	0.0714658027
540	0.07143370731
541	0.07140200315
542	0.07135297953
543	0.07133411634
544	0.07130153692
545	0.07126348511
546	0.07123202414
547	0.07120943907
548	0.07116865458
549	0.07114697883
550	0.07112761281
551	0.07102924014
552	0.07099804703
553	0.07098236178
554	0.0709517091
555	0.07093066188
556	0.07091619611
557	0.07089737756
558	0.07087324288
559	0.07083907978
560	0.07082312548
561	0.07079511501
562	0.0707831023
563	0.07074572602
564	0.07073513603
565	0.07071643379
566	0.07070394057
567	0.07069337643
568	0.07067256184
569	0.07066141498
570	0.07065436243
571	0.07064222049
572	0.07061599224
573	0.07058964063
574	0.07057757153
575	0.0705506466
576	0.07051447923
577	0.07049194468
578	0.07046398942
579	0.07043076736
580	0.07039917951
581	0.07037637004
582	0.07035406457
583	0.07030822359
584	0.07025136381
585	0.07022096254
586	0.0701180597
587	0.07008941011
588	0.07004933523
589	0.07002643178
590	0.06999039481
591	0.06996167473
592	0.06993921302
593	0.06992275707
594	0.06990492069
595	0.06989209264
596	0.06986943237
597	0.06984746173
598	0.06983229341
599	0.06980700621
600	0.06978409335
601	0.06977481214
602	0.06976391199
603	0.06973590622
604	0.06970573169
605	0.06968607079
606	0.06965789583
607	0.06962987126
608	0.0696064732
609	0.06958669011
610	0.06954529706
611	0.06951908879
612	0.06950580607
613	0.06949761746
614	0.06945418724
615	0.06941051736
616	0.06939837071
617	0.06939056157
618	0.06937358047
619	0.0693603095
620	0.06934213947
621	0.06933588698
622	0.06931173702
623	0.06926906223
624	0.0692361891
625	0.06921754795
626	0.06919497463
627	0.06917746837
628	0.0691729664
629	0.06915092644
630	0.06914245352
631	0.06910993519
632	0.06908230066
633	0.06906924469
634	0.06903641856
635	0.06892343797
636	0.06892059016
637	0.06890636993
638	0.06890484851
639	0.06888796022
640	0.06887821965
641	0.06886207151
642	0.06885049113
643	0.06883235282
644	0.06882246773
645	0.06880412382
646	0.06879224152
647	0.06876736433
648	0.06874151438
649	0.06872504199
650	0.06865960707
651	0.06861793323
652	0.06857567785
653	0.06852830488
654	0.06847264343
655	0.06843194471
656	0.06839828444
657	0.06837537864
658	0.06835037809
659	0.06830970405
660	0.06827697425
661	0.06825162948
662	0.06824511266
663	0.06823263706
664	0.0681857399
665	0.06816755576
666	0.06815291141
667	0.06813938786
668	0.06811520735
669	0.06810946357
670	0.06810088374
671	0.06809193617
672	0.06806016622
673	0.06799288798
674	0.06795550935
675	0.06792695022
676	0.06788106225
677	0.06785326089
678	0.06783240635
679	0.06780668094
680	0.06776789603
681	0.06773701777
682	0.06765450071
683	0.06762575597
684	0.06760862918
685	0.06759279942
686	0.06754697959
687	0.0675149453
688	0.06748940668
689	0.06747278273
690	0.0674417212
691	0.0674077684
692	0.06738761641
693	0.06736473058
694	0.06733645929
695	0.06730553522
696	0.06728271047
697	0.0672689966
698	0.06725808471
699	0.06723073331
700	0.06720842785
701	0.06719090397
702	0.06716405776
703	0.06713102486
704	0.0671090319
705	0.06708561621
706	0.0670441327
707	0.06701745567
708	0.06698533796
709	0.06694834468
710	0.06692329127
711	0.06690081781
712	0.06688532287
713	0.06682190162
714	0.06679956796
715	0.06678985088
716	0.06676730105
717	0.06674353526
718	0.06672892499
719	0.0667212392
720	0.06669786933
721	0.06667823545
722	0.06665052573
723	0.06663534918
724	0.06661968507
725	0.06660215062
726	0.06658423318
727	0.06656898731
728	0.06655166433
729	0.06653813256
730	0.06650999167
731	0.06649541429
732	0.06647089073
733	0.06646535842
734	0.06644922555
735	0.06642497221
736	0.06640406833
737	0.06636555715
738	0.06634330808
739	0.06632530722
740	0.06631566416
741	0.06629241765
742	0.0662600356
743	0.06624405781
744	0.06623656822
745	0.06618351844
746	0.06616524149
747	0.06613558154
748	0.06611308693
749	0.06607412815
750	0.0660479046
751	0.06604259551
752	0.0660269549
753	0.06600531909
754	0.06596999055
755	0.06595224111
756	0.06592874553
757	0.06589340525
758	0.06585211206
759	0.06583149484
760	0.0658070124
761	0.06579338546
762	0.06575526551
763	0.0657392654
764	0.06571624798
765	0.06569004558
766	0.06566280815
767	0.06563934899
768	0.06561257915
769	0.06558292625
770	0.06553417637
771	0.06552298957
772	0.06552297077
773	0.06551755124
774	0.06549678834
775	0.06548306507
776	0.06545748063
777	0.06544251438
778	0.06543482154
779	0.06542175265
780	0.06539465737
781	0.06538545369
782	0.06532315676
783	0.06530080783
784	0.06528221133
785	0.06527150151
786	0.06526108188
787	0.0652433524
788	0.06524030957
789	0.0652151657
790	0.06520338913
791	0.06519715544
792	0.06518779199
793	0.06518435911
794	0.06515394845
795	0.06513844294
796	0.06512167331
797	0.06511121256
798	0.06508748672
799	0.06505235438
800	0.06504563431
801	0.06503597832
802	0.06501463504
803	0.06497856166
804	0.06494397679
805	0.06493551327
806	0.06493194176
807	0.06491606618
808	0.06490121154
809	0.06488809448
810	0.06486698147
811	0.06485805271
812	0.06485210803
813	0.0648476037
814	0.06482091139
815	0.06481383417
816	0.06480790242
817	0.06479766489
818	0.0647672178
819	0.06475762995
820	0.06473304413
821	0.06471205095
822	0.06470168654
823	0.06469051501
824	0.0646763359
825	0.06465506311
826	0.06463014599
827	0.06460721316
828	0.06458504867
829	0.06453888814
830	0.06451428939
831	0.06450545226
832	0.06450158587
833	0.06449678431
834	0.0644934513
835	0.06446268583
836	0.06443438634
837	0.06442684859
838	0.06442320541
839	0.06439296627
840	0.06437548822
841	0.06436397246
842	0.06433451223
843	0.06431492769
844	0.06429813927
845	0.06429153785
846	0.06426767808
847	0.06425495459
848	0.0642288732
849	0.06420876351
850	0.06417302143
851	0.06414805965
852	0.06411545086
853	0.06407318139
854	0.06405932418
855	0.06404662536
856	0.06402386523
857	0.06399745136
858	0.06397516235
859	0.0639355433
860	0.06391180689
861	0.06385774087
862	0.06382283645
863	0.06379589742
864	0.06376495103
865	0.06372372481
866	0.06368591031
867	0.06366406656
868	0.06363861136
869	0.06361309859
870	0.06359256713
871	0.06357245156
872	0.06354491924
873	0.06345570444
874	0.06342822381
875	0.06339670292
876	0.06336555093
877	0.06334574082
878	0.06332219238
879	0.06330939253
880	0.06328330526
881	0.06325784771
882	0.06323193784
883	0.06320860205
884	0.06319228003
885	0.06312312909
886	0.06311717854
887	0.06310523162
888	0.06309477087
889	0.06308512428
890	0.06306238765
891	0.06304869139
892	0.06303617115
893	0.06300614113
894	0.06299597056
895	0.06298456641
896	0.06295336156
897	0.06293613726
898	0.06290833943
899	0.06284304079
900	0.06278586145
901	0.06276626516
902	0.06274650205
903	0.06273818067
904	0.06272823803
905	0.06270378731
906	0.06269499717
907	0.06268904897
908	0.06268344147
909	0.06267167782
910	0.06266277608
911	0.06265757508
912	0.06264697099
913	0.06263517327
914	0.06261594471
915	0.06257462685
916	0.06250328602
917	0.06250175756
918	0.06248030737
919	0.06246232884
920	0.06244688207
921	0.06243666569
922	0.06241445303
923	0.06240746745
924	0.06239871844
925	0.06238174438
926	0.06237228224
927	0.06237140347
928	0.0623521702
929	0.06233819316
930	0.06232738935
931	0.06231880599
932	0.06230715865
933	0.0622731753
934	0.06225032472
935	0.06221009241
936	0.06218868687
937	0.0621658445
938	0.06215605928
939	0.06213547613
940	0.06211567072
941	0.06208982664
942	0.0620651809
943	0.06204457073
944	0.06203060544
945	0.06200677386
946	0.06198992904
947	0.06196720298
948	0.06194147287
949	0.06193627186
950	0.06192397836
951	0.06190945032
952	0.06190806284
953	0.06189579754
954	0.06188556118
955	0.0618620844
956	0.06184391554
957	0.0617955604
958	0.06177927716
959	0.0617621586
960	0.06175768364
961	0.06174570735
962	0.06173060716
963	0.06172745508
964	0.0617153801
965	0.06169525396
966	0.06166667956
967	0.06165200584
968	0.06162872761
969	0.06161200497
970	0.06159348248
971	0.06157980268
972	0.061561541
973	0.0615415206
974	0.06152432215
975	0.06151336209
976	0.06148449986
977	0.06146943022
978	0.06145857355
979	0.06144202361
980	0.06143503568
981	0.06142168365
982	0.06140939133
983	0.06138763804
984	0.06137806899
985	0.06137385132
986	0.06134098407
987	0.06131777163
988	0.06129956517
989	0.06128242782
990	0.06125109138
991	0.06123891536
992	0.06121975024
993	0.06117095806
994	0.06116444829
995	0.06113655647
996	0.06111780137
997	0.06109281492
998	0.06108008438
999	0.06106693208
