iter	Passed	Remaining
399	20284	30427
400	20357	30408
401	20405	30354
402	20452	30298
403	20495	30236
404	20537	30172
405	20589	30122
406	20639	30071
407	20699	30034
408	20738	29966
409	20775	29896
410	20811	29825
411	20846	29751
412	20885	29684
413	20944	29645
414	21006	29611
415	21062	29567
416	21101	29501
417	21134	29426
418	21170	29355
419	21205	29284
420	21255	29232
421	21303	29179
422	21353	29127
423	21401	29073
424	21435	29001
425	21469	28927
426	21504	28856
427	21539	28785
428	21571	28711
429	21617	28655
430	21691	28636
431	21753	28601
432	21794	28538
433	21830	28470
434	21863	28397
435	21901	28331
436	21931	28255
437	21965	28183
438	21998	28112
439	22033	28042
440	22073	27979
441	22122	27928
442	22165	27869
443	22209	27811
444	22252	27753
445	22298	27697
446	22336	27633
447	22388	27586
448	22428	27523
449	22464	27456
450	22495	27384
451	22529	27314
452	22564	27246
453	22617	27200
454	22667	27151
455	22718	27102
456	22752	27033
457	22786	26965
458	22824	26902
459	22856	26831
460	22889	26761
461	22925	26696
462	22962	26632
463	22996	26565
464	23042	26511
465	23096	26467
466	23166	26440
467	23210	26384
468	23247	26320
469	23281	26253
470	23314	26185
471	23348	26118
472	23378	26047
473	23414	25983
474	23464	25934
475	23496	25866
476	23534	25803
477	23568	25737
478	23609	25679
479	23644	25614
480	23691	25563
481	23735	25508
482	23792	25466
483	23843	25419
484	23886	25364
485	23920	25298
486	23960	25239
487	23993	25173
488	24027	25108
489	24061	25044
490	24099	24983
491	24132	24917
492	24166	24852
493	24200	24788
494	24242	24732
495	24305	24697
496	24544	24840
497	24625	24822
498	24679	24778
499	24722	24722
500	24759	24660
501	24804	24607
502	24850	24553
503	24897	24502
504	24941	24448
505	24978	24385
506	25016	24325
507	25061	24272
508	25103	24215
509	25152	24165
510	25197	24112
511	25243	24060
512	25277	23996
513	25314	23935
514	25350	23874
515	25394	23819
516	25462	23787
517	25516	23742
518	25562	23691
519	25596	23627
520	25628	23562
521	25667	23503
522	25703	23442
523	25747	23388
524	25789	23333
525	25835	23281
526	25884	23232
527	25917	23168
528	25952	23107
529	25987	23045
530	26026	22987
531	26062	22926
532	26096	22864
533	26133	22805
534	26182	22756
535	26231	22707
536	26279	22658
537	26321	22603
538	26365	22550
539	26412	22499
540	26461	22450
541	26496	22390
542	26531	22329
543	26577	22278
544	26625	22228
545	26671	22177
546	26720	22128
547	26754	22067
548	26790	22007
549	26826	21948
550	26862	21890
551	26896	21829
552	26933	21770
553	26967	21709
554	27003	21651
555	27035	21589
556	27080	21537
557	27126	21487
558	27174	21437
559	27221	21388
560	27259	21331
561	27294	21271
562	27337	21219
563	27382	21167
564	27423	21113
565	27465	21060
566	27496	20998
567	27529	20937
568	27575	20887
569	27623	20838
570	27666	20785
571	27714	20737
572	27750	20679
573	27783	20620
574	27815	20559
575	27852	20502
576	27887	20444
577	27920	20384
578	27959	20329
579	27997	20273
580	28032	20216
581	28076	20165
582	28129	20119
583	28177	20071
584	28220	20019
585	28260	19965
586	28296	19908
587	28339	19856
588	28389	19810
589	28431	19757
590	28471	19703
591	28507	19647
592	28543	19590
593	28577	19532
594	28612	19475
595	28655	19424
596	28704	19377
597	28749	19326
598	28792	19275
599	28830	19220
600	28865	19163
601	28897	19104
602	28929	19046
603	28967	18991
604	29003	18936
605	29037	18879
606	29072	18822
607	29109	18767
608	29144	18711
609	29178	18655
610	29215	18600
611	29267	18555
612	29310	18504
613	29350	18451
614	29412	18412
615	29456	18362
616	29507	18316
617	29558	18270
618	29605	18222
619	29654	18175
620	29688	18119
621	29720	18061
622	29761	18009
623	29810	17962
624	29856	17914
625	29901	17864
626	29942	17812
627	29977	17757
628	30007	17699
629	30041	17643
630	30076	17588
631	30120	17538
632	30169	17491
633	30220	17445
634	30264	17396
635	30300	17341
636	30329	17283
637	30366	17229
638	30396	17172
639	30432	17118
640	30488	17075
641	30552	17037
642	30602	16990
643	30631	16933
644	30667	16879
645	30699	16823
646	30731	16767
647	30766	16712
648	30815	16665
649	30859	16616
650	30904	16567
651	30951	16520
652	30987	16466
653	31020	16411
654	31059	16359
655	31093	16305
656	31131	16252
657	31166	16198
658	31213	16151
659	31262	16105
660	31307	16056
661	31355	16009
662	31388	15954
663	31422	15900
664	31458	15847
665	31495	15795
666	31529	15741
667	31565	15688
668	31607	15638
669	31665	15596
670	31724	15554
671	31778	15510
672	31812	15457
673	31847	15403
674	31892	15355
675	31943	15310
676	31989	15262
677	32031	15212
678	32069	15161
679	32106	15108
680	32165	15067
681	32235	15030
682	32298	14990
683	32347	14944
684	32389	14894
685	32430	14844
686	32472	14794
687	32518	14746
688	32568	14700
689	32616	14654
690	32663	14606
691	32713	14560
692	32758	14512
693	32797	14461
694	32844	14413
695	32888	14365
696	32934	14317
697	32975	14267
698	33005	14212
699	33038	14159
700	33071	14106
701	33108	14054
702	33146	14003
703	33180	13950
704	33226	13903
705	33292	13864
706	33353	13822
707	33397	13774
708	33434	13722
709	33469	13670
710	33502	13617
711	33542	13567
712	33577	13515
713	33611	13463
714	33645	13411
715	33680	13359
716	33713	13306
717	33755	13257
718	33805	13211
719	33865	13169
720	33914	13123
721	33960	13076
722	33992	13023
723	34028	12972
724	34060	12919
725	34099	12869
726	34133	12817
727	34167	12765
728	34200	12713
729	34238	12663
730	34285	12616
731	34331	12569
732	34377	12522
733	34409	12469
734	34444	12418
735	34488	12370
736	34537	12324
737	34585	12278
738	34630	12230
739	34668	12180
740	34701	12128
741	34735	12077
742	34771	12027
743	34814	11979
744	34854	11930
745	34901	11883
746	34951	11837
747	34988	11787
748	35022	11736
749	35056	11685
750	35094	11635
751	35128	11584
752	35176	11538
753	35228	11493
754	35277	11447
755	35312	11397
756	35350	11347
757	35386	11297
758	35430	11249
759	35475	11202
760	35529	11158
761	35564	11108
762	35598	11057
763	35635	11007
764	35669	10957
765	35704	10907
766	35743	10858
767	35781	10808
768	35826	10761
769	35871	10714
770	35917	10668
771	35960	10620
772	35983	10566
773	36013	10515
774	36050	10466
775	36097	10419
776	36142	10372
777	36191	10327
778	36230	10278
779	36263	10228
780	36300	10178
781	36390	10144
782	36534	10125
783	36587	10080
784	36635	10033
785	36677	9985
786	36720	9938
787	36763	9890
788	36804	9842
789	36848	9795
790	36894	9748
791	36927	9698
792	36959	9647
793	36988	9596
794	37023	9546
795	37060	9497
796	37093	9447
797	37125	9397
798	37166	9349
799	37201	9300
800	37234	9250
801	37265	9200
802	37310	9153
803	37358	9107
804	37402	9060
805	37449	9013
806	37486	8965
807	37531	8918
808	37578	8872
809	37624	8825
810	37663	8777
811	37697	8728
812	37729	8678
813	37761	8628
814	37795	8579
815	37833	8531
816	37864	8481
817	37896	8431
818	37930	8382
819	37961	8332
820	37997	8284
821	38032	8235
822	38065	8186
823	38097	8137
824	38146	8091
825	38192	8045
826	38241	7999
827	38299	7955
828	38346	7909
829	38394	7863
830	38427	7814
831	38460	7765
832	38488	7716
833	38520	7667
834	38551	7618
835	38587	7569
836	38621	7521
837	38653	7472
838	38685	7423
839	38717	7374
840	38751	7326
841	38785	7277
842	38822	7230
843	38858	7182
844	38893	7134
845	38924	7085
846	38975	7040
847	39019	6993
848	39071	6949
849	39131	6905
850	39183	6860
851	39223	6813
852	39260	6765
853	39297	6718
854	39333	6670
855	39370	6623
856	39406	6575
857	39441	6527
858	39477	6480
859	39516	6432
860	39549	6384
861	39584	6337
862	39620	6289
863	39656	6242
864	39690	6194
865	39724	6146
866	39759	6099
867	39796	6052
868	39830	6004
869	39876	5958
870	39941	5915
871	40000	5871
872	40043	5825
873	40080	5778
874	40119	5731
875	40173	5686
876	40229	5642
877	40275	5596
878	40310	5549
879	40343	5501
880	40380	5454
881	40426	5408
882	40474	5362
883	40525	5317
884	40565	5271
885	40600	5224
886	40631	5176
887	40668	5129
888	40700	5081
889	40739	5035
890	40789	4989
891	40848	4945
892	40903	4901
893	40949	4855
894	40980	4807
895	41011	4760
896	41050	4713
897	41097	4668
898	41146	4622
899	41191	4576
900	41237	4531
901	41270	4483
902	41303	4436
903	41335	4389
904	41370	4342
905	41405	4295
906	41433	4248
907	41464	4201
908	41508	4155
909	41548	4109
910	41593	4063
911	41640	4017
912	41673	3971
913	41706	3924
914	41742	3877
915	41783	3831
916	41827	3785
917	41866	3739
918	41918	3694
919	41971	3649
920	42015	3603
921	42060	3558
922	42095	3511
923	42129	3465
924	42162	3418
925	42201	3372
926	42232	3325
927	42261	3278
928	42295	3232
929	42339	3186
930	42382	3141
931	42425	3095
932	42469	3049
933	42510	3003
934	42545	2957
935	42582	2911
936	42620	2865
937	42657	2819
938	42690	2773
939	42726	2727
940	42764	2681
941	42813	2636
942	42891	2592
943	42957	2548
944	42995	2502
945	43030	2456
946	43070	2410
947	43109	2364
948	43144	2318
949	43177	2272
950	43215	2226
951	43250	2180
952	43283	2134
953	43333	2089
954	43387	2044
955	43437	1999
956	43490	1954
957	43529	1908
958	43565	1862
959	43603	1816
960	43640	1771
961	43674	1725
962	43708	1679
963	43742	1633
964	43780	1587
965	43817	1542
966	43860	1496
967	43910	1451
968	43974	1406
969	44026	1361
970	44070	1316
971	44108	1270
972	44149	1225
973	44187	1179
974	44224	1133
975	44260	1088
976	44298	1042
977	44337	997
978	44373	951
979	44409	906
980	44441	860
981	44493	815
982	44542	770
983	44591	725
984	44639	679
985	44670	634
986	44706	588
987	44747	543
988	44800	498
989	44847	453
990	44903	407
991	44951	362
992	44996	317
993	45059	271
994	45106	226
995	45157	181
996	45198	136
997	45234	90
998	45269	45
999	45307	0
